"","Clus 1","Clus 2","Clus 3","Clus 4","Clus 5","Clus 6","Clus 7","Clus 8","Clus 9","Clus 10","Clus 11","Clus 12"
"Obj 419",5.17241427120999e-08,1.05933349624854e-05,3.03634607405372e-08,1.78194662464839e-07,0.000162678753412008,0.999733199286447,2.21631556894472e-06,8.48153979000245e-05,4.93664897397871e-06,3.72454624904891e-07,8.32716949050928e-07,9.48088954959844e-08
"Obj 420",4.34243736317888e-08,9.00124495892337e-06,2.54798768619266e-08,1.49771699946973e-07,0.000140024063269448,0.99977399004002,1.87470489983031e-06,6.97162013380851e-05,4.07975459930462e-06,3.13441929105886e-07,7.02232163144163e-07,7.96408716878335e-08
"Obj 421",2.79795392641387e-08,5.86071841302354e-06,1.640887690542e-08,9.66455925295499e-08,9.28318962922518e-05,0.999852856354979,1.21610248978672e-06,4.3796244416714e-05,2.58943679845964e-06,2.02472672786439e-07,4.54393250863663e-07,5.13466781882653e-08
"Obj 422",3.59091079725709e-08,7.57927426288779e-06,2.10513203488598e-08,1.24207912579074e-07,0.000121949849940848,0.999810016870588,1.56949156211125e-06,5.4524247626404e-05,3.26739295272498e-06,2.60541504836367e-07,5.85229035774496e-07,6.59341859125394e-08
"Obj 423",2.76132089534058e-08,5.90300579992412e-06,1.61793729770321e-08,9.56741339967893e-08,9.70785939252909e-05,0.99985147925487,1.21441212579332e-06,4.10040560980048e-05,2.47785155493841e-06,2.00801168052388e-07,4.518203378823e-07,5.07374041492989e-08
"Obj 424",4.38644782882743e-08,9.48675856265078e-06,2.56892770656412e-08,1.52175342675678e-07,0.000157897648965394,0.99976204820808,1.94024547969541e-06,6.34085505024871e-05,3.87614507680676e-06,3.19719983522588e-07,7.20345897696087e-07,8.0648353360847e-08
"Obj 425",1.02251886315654e-07,2.22313612415757e-05,5.98636140246007e-08,3.55093680462303e-07,0.000371121784109591,0.999447810168967,4.54898631559129e-06,0.0001422798357506,8.86984153753148e-06,7.47259086664002e-07,1.68546525640481e-06,1.88088554485753e-07
"Obj 426",1.20750753575384e-07,2.66772359445117e-05,7.06478838528605e-08,4.20094196545518e-07,0.000455399877597755,0.999333456535664,5.4000414942672e-06,0.000165008101085426,1.03432058283817e-05,8.84088641449803e-07,1.99713339454705e-06,2.22287515841775e-07
"Obj 427",1.68656663005036e-07,3.76176104304412e-05,9.86411246143853e-08,5.87568344969833e-07,0.000652414089912075,0.99905931429922,7.58456570986408e-06,0.000223655206700886,1.4211639694747e-05,1.23775200803818e-06,2.79929785581538e-06,3.10672335373698e-07
"Obj 428",1.26667299979961e-07,2.85725642642852e-05,7.40369001627539e-08,4.41752747609544e-07,0.000501049808768847,0.99928645261013,5.74089756326711e-06,0.000163743376291231,1.05193247635715e-05,9.32199891284056e-07,2.11332247813837e-06,2.33438901985686e-07
"Obj 429",1.21287101265621e-07,2.76586166090893e-05,7.08616175782684e-08,4.23628712128175e-07,0.00049419621005329,0.999306311434645,5.53063155655523e-06,0.000152611372336603,9.92588392053982e-06,8.95044432990515e-07,2.03133647455055e-06,2.23692540254474e-07
"Obj 430",2.31677404851565e-07,5.34620292582653e-05,1.35295666151264e-07,8.10188646178715e-07,0.000964200513070728,0.99866212657516,1.06195290749553e-05,0.000283721444035744,1.86584843350554e-05,1.71356171807474e-06,3.89313746908892e-06,4.27564161263747e-07
"Obj 431",1.95673939517406e-07,4.55886164315603e-05,1.14218558276053e-07,6.85337823606427e-07,0.000839727526246175,0.998850849936099,9.02961738918805e-06,0.000233167150462893,1.55261306177449e-05,1.45159297397255e-06,3.30283676764811e-06,3.61362690762209e-07
"Obj 432",2.66163041016833e-07,6.25132584536691e-05,1.55300999225943e-07,9.33594954838513e-07,0.00116629825869826,0.998421633045592,1.23614754487976e-05,0.000308093049459171,2.0765939950552e-05,1.97870377587251e-06,4.50944540622781e-06,4.91764220972451e-07
"Obj 433",4.00766102279953e-07,9.55714538650262e-05,2.33705199028207e-07,1.40747701055702e-06,0.00180482944573239,0.997584930197398,1.86980267656344e-05,0.000452557276145526,3.08333617468392e-05,2.98605256517037e-06,6.81119912372819e-06,7.41038345394061e-07
"Obj 434",2.88888475148053e-07,6.96467878487476e-05,1.68380110899664e-07,1.01647760283228e-06,0.00135903792655348,0.998207066556566,1.35749359009889e-05,0.000319660929630357,2.19133554701852e-05,2.15887283723963e-06,4.93236412285231e-06,5.34524880931853e-07
"Obj 435",4.59354481137376e-07,0.000111875165101871,2.67604117725411e-07,1.61871028010022e-06,0.00220635033283036,0.997118585903357,2.16808449802362e-05,0.000492698683352364,3.43062572302716e-05,3.43975172279751e-06,7.86693602671166e-06,8.50456519263719e-07
"Obj 436",4.60687756945891e-07,0.000113659958060717,2.68233252653118e-07,1.62530179079252e-06,0.00227491035578988,0.997058342804788,2.1903302011898e-05,0.000482670213586988,3.39201098588449e-05,3.45925372245525e-06,7.9262818914187e-06,8.53497489050808e-07
"Obj 437",4.2852520897283e-07,0.000106598644873612,2.49413590945178e-07,1.51422795153701e-06,0.00218337260988342,0.997207489462448,2.05218313787059e-05,0.00043734557236738,3.10520840409877e-05,3.22689355631513e-06,7.40634493642015e-06,7.94389763938444e-07
"Obj 438",5.81176777638152e-07,0.000146686358163284,3.38096225158643e-07,2.05626173434287e-06,0.00304861060459237,0.996136952414598,2.79942726513205e-05,0.000579742296782461,4.1493627800922e-05,4.38643088899272e-06,1.00803534410517e-05,1.07810634482409e-06
"Obj 439",6.08056716031716e-07,0.000155250273493267,3.53565165510313e-07,2.15455885752548e-06,0.00329236219084174,0.995868124052035,2.95053018578181e-05,0.000592553832581702,4.2766123307128e-05,4.60087771548857e-06,1.05925181456041e-05,1.12864928295536e-06
"Obj 440",7.31104442007805e-07,0.000188259700311277,4.24882657993708e-07,2.59350177358454e-06,0.00400591067337635,0.995006871326201,3.5684533396392e-05,0.000689188233650516,5.06398778683744e-05,5.54634548284557e-06,1.2791998720316e-05,1.35782211961439e-06
"Obj 441",9.83799674721548e-07,0.000255472332030263,5.71476585892847e-07,3.49384663588938e-06,0.00547653754407581,0.993220251486636,4.82776502199423e-05,0.000900811955128616,6.70152258397403e-05,7.48181540243315e-06,1.72748164286285e-05,1.82805134166841e-06
"Obj 442",9.10500911168268e-07,0.000240839084616477,5.28591492011296e-07,3.23980741503973e-06,0.00536552885848752,0.993437730119259,4.49944181260448e-05,0.000820264368418625,6.12740517413649e-05,6.94146731596316e-06,1.60554022356314e-05,1.69332998166017e-06
"Obj 443",1.00797210777053e-06,0.000269531197975207,5.84898262040712e-07,3.59147576655742e-06,0.00609976619129539,0.992596482287331,5.01381555456182e-05,0.00088464645215547,6.68183753747144e-05,7.70661576685492e-06,1.78505508904656e-05,1.87582752860358e-06
"Obj 444",1.12591225813163e-06,0.000303898434180969,6.5307365941091e-07,4.01791771817203e-06,0.00703928241121755,0.991525077568156,5.6378871797063e-05,0.000965370748864213,7.34522135499154e-05,8.62949602792738e-06,2.00168647263269e-05,2.09648784472405e-06
"Obj 445",1.29489426074763e-06,0.000354207197929713,7.50721481916253e-07,4.62744976434252e-06,0.00835935439474454,0.990011080938778,6.52553005907743e-05,0.00108471619426563,8.32365263139169e-05,9.95017620042262e-06,2.31134595750353e-05,2.41274609462311e-06
"Obj 446",1.47026757848803e-06,0.000408075568918296,8.51891130422769e-07,5.26230728360584e-06,0.00984456497542226,0.988326403342934,7.45450919484239e-05,0.00120519277726316,9.32251077336834e-05,1.13223691617289e-05,2.63449840732779e-05,2.74131655237091e-06
"Obj 447",1.60374565012153e-06,0.000449088838627689,9.28836240770448e-07,5.74745423009533e-06,0.0109848657828582,0.98705477476391,8.18559689526876e-05,0.00127678482896277,0.00010010761867334,1.23893365438981e-05,2.88606487051654e-05,2.99217664573255e-06
"Obj 448",1.79411028561246e-06,0.000509304874734253,1.03855878416376e-06,6.44008422559717e-06,0.0127065921503122,0.985129921901267,9.21202964471754e-05,0.00139265964577313,0.000110466900813093,1.38961222860156e-05,3.24154297727063e-05,3.34992529861841e-06
"Obj 449",2.05758348826005e-06,0.000591485857824293,1.19035095049799e-06,7.39531844280484e-06,0.0149968287479057,0.982551934338317,0.000106332584028752,0.00156080929988878,0.000124819395117183,1.59725965539856e-05,3.73298503177219e-05,3.84407716502971e-06
"Obj 450",2.22060400794579e-06,0.000646100488595557,1.2841677153877e-06,7.99267600821075e-06,0.0166921005165268,0.980694515139454,0.000115641327549075,0.00164552679550122,0.000132710551531272,1.72841691404246e-05,4.04722102120542e-05,4.15135375861289e-06
"Obj 451",2.31683997563302e-06,0.000681601107187987,1.33918211962843e-06,8.35455942063468e-06,0.0181817741780739,0.979126590023793,0.000121376025610286,0.00167536691806322,0.000136474357989632,1.80865365159349e-05,4.23858510017147e-05,4.33442024882486e-06
"Obj 452",2.69910793387201e-06,0.0008043315065489,1.55935135703236e-06,9.74755432049111e-06,0.021927958684192,0.974969771921264,0.000142263484867349,0.00190928835292,0.000156647578461679,2.11153184452306e-05,4.95643852254076e-05,5.05275446392246e-06
"Obj 453",2.83307180834742e-06,0.000854773388851876,1.63582078680194e-06,1.02454987658769e-05,0.023780662111413,0.972999463007229,0.000150432803112409,0.00195804941223508,0.000162099044229844,2.22257794115606e-05,5.22732880485243e-05,5.30677410732615e-06
"Obj 454",3.21631891648991e-06,0.00098081952775754,1.85623146935931e-06,1.16464914146668e-05,0.0275377638438063,0.968863036520949,0.000171874915709612,0.00215758057501483,0.000181276538893972,2.53003885858077e-05,5.95998924186325e-05,6.02875506411932e-06
"Obj 455",4.71779748582884e-06,0.00145107100134524,2.72166393075199e-06,1.71104732203569e-05,0.0407992613230638,0.954005566919182,0.000252441793104949,0.00307217992415483,0.000261415823618011,3.71540191763495e-05,8.751079603511e-05,8.8484656824349e-06
"Obj 456",3.79027845989012e-06,0.00118322393452079,2.18551427749299e-06,1.37695417147521e-05,0.0350018283125175,0.960847815443656,0.000205228576758777,0.00242686353889611,0.000207406970607728,2.99777543368586e-05,7.07957367835707e-05,7.11439747037035e-06
"Obj 457",4.39929365076888e-06,0.0013943265862634,2.53539393369017e-06,1.60017397936844e-05,0.0419575826559958,0.953262881024688,0.000239689080824754,0.00275980967190729,0.000237148762466361,3.48757252241168e-05,8.24874996405176e-05,8.26256561182485e-06
"Obj 458",4.89096543603834e-06,0.00157201917065247,2.81709915779053e-06,1.78158356027347e-05,0.048073199510529,0.946664271972766,0.00026814568208781,0.00299675971226619,0.000259941336405295,3.88645302570171e-05,9.20823176207671e-05,9.19186721837244e-06
"Obj 459",5.31004729457151e-06,0.00172726011346227,3.05693568221717e-06,1.93747985939134e-05,0.0543936534448862,0.939944507048492,0.000293004675852806,0.00318304257396537,0.000278144587534686,4.2295502481927e-05,0.000100364264845346,9.98600690835265e-06
"Obj 460",5.3331446460287e-06,0.00175519370471446,3.06881156955138e-06,1.94874042678362e-05,0.0567855106112137,0.937585460606712,0.000296570388162896,0.0031200043851032,0.000275387167733799,4.26300828387824e-05,0.0001013168704221,1.00368226157445e-05
"Obj 461",6.26890975318222e-06,0.00208941228073204,3.60566564858385e-06,2.29379192240764e-05,0.0683123405041152,0.925137898764429,0.000350598180101178,0.00357664608247169,0.000318782152239422,5.02155740857141e-05,0.00011948841433724,1.18055528627426e-05
"Obj 462",6.16840592794943e-06,0.00208315063088636,3.54589683306202e-06,2.26122938317781e-05,0.0708917109471237,0.922713660559232,0.00034759517496536,0.0034426184958533,0.000309598837465158,4.95655575504306e-05,0.000118147780033612,1.16254202976248e-05
"Obj 463",6.59979998108564e-06,0.00226181416751838,3.7918528834087e-06,2.42234123458941e-05,0.0781731692760087,0.915028897317162,0.000374955805744887,0.00360735744234644,0.000326532470063991,5.31717170279955e-05,0.000127040427007199,1.24463119102636e-05
"Obj 464",7.41230553901959e-06,0.00257113781751475,4.25664740432473e-06,2.72462191536744e-05,0.0908239977593065,0.901608377898521,0.00042342230651674,0.00395591576690499,0.000361187389289738,5.98618347194448e-05,0.000143196929020646,1.39871261096386e-05
"Obj 465",7.95156810913945e-06,0.0027909510487263,4.56373531772565e-06,2.92823447724479e-05,0.10168214504606,0.890272975489249,0.000456702085858759,0.00413967938770702,0.000382168429951639,6.43780286537756e-05,0.000154187460592629,1.50153750017223e-05
"Obj 466",8.5324880179456e-06,0.0030350153218337,4.89522945083962e-06,3.14631642735712e-05,0.112463946368608,0.878962074436598,0.000494143501091751,0.00434432911453534,0.000403996482035922,6.92638273499811e-05,0.00016621675906257,1.61233071427009e-05
"Obj 467",8.59409486053843e-06,0.0031023545769806,4.92729326539967e-06,3.17424440148151e-05,0.119516743634255,0.871887967555978,0.000501529847092992,0.00429017364943629,0.000401505979481165,6.99771293594272e-05,0.000168233651230994,1.62501440451403e-05
"Obj 468",1.00676900738118e-05,0.00367385845149838,5.77005218174774e-06,3.723213920808e-05,0.141247139323491,0.848782240188085,0.000590290997781666,0.00489162481381723,0.000462892351880848,8.21376068967697e-05,0.000197696575812235,1.9049809273597e-05
"Obj 469",1.02473066091862e-05,0.00379337449910328,5.86975512830526e-06,3.79534767213806e-05,0.150311926459362,0.839594672407265,0.000605380223008391,0.00487017404221577,0.000464892639579488,8.38834296569386e-05,0.000202221573916645,1.94041874333341e-05
"Obj 470",1.128765597901e-05,0.00423627213871153,6.46192504676986e-06,4.18629759459172e-05,0.170046089762719,0.818901893896116,0.000670741770346869,0.0052431206949931,0.000504680459392813,9.25876835006121e-05,0.000223614651361389,2.13863858871892e-05
"Obj 471",1.07618699637191e-05,0.00409862452541758,6.15762720664793e-06,3.99967840226484e-05,0.175390840099389,0.814101995822389,0.000645575997407014,0.00490772560675874,0.000474972297117733,8.85878839080315e-05,0.000214355708050149,2.04057783699537e-05
"Obj 472",1.12860111054624e-05,0.00435361924811721,6.45420511768313e-06,4.20121094616094e-05,0.191261212519467,0.797787125100633,0.000681604604801071,0.00502519198288495,0.00049113770054092,9.31716553015479e-05,0.000225769818548363,2.14150440212707e-05
"Obj 473",1.17682663612747e-05,0.00460232505677261,6.72640940362353e-06,4.38473907681045e-05,0.203997038478216,0.784630580177317,0.000717197482309999,0.00512939400372052,0.000504632701096116,9.74239434891304e-05,0.000236723418984367,2.23426715612293e-05
"Obj 474",1.23355199228214e-05,0.00489744491053046,7.04664006064794e-06,4.60337255835631e-05,0.223214502998117,0.764904979788474,0.000757067050598082,0.00526377213663127,0.000521790552925051,0.000102378427631506,0.000249212394291773,2.34358552329882e-05
"Obj 475",1.27159693286622e-05,0.00510573749857545,7.26095389695204e-06,4.75410291794212e-05,0.242785354799593,0.745031432842066,0.00078576610178536,0.0053061448269968,0.000530031850265731,0.000105848742411114,0.000257989280102106,2.41761057997701e-05
"Obj 476",1.36701421583945e-05,0.00557145384339626,7.80161515919528e-06,5.11966788968951e-05,0.271638235290809,0.715318162218475,0.0008486331171146,0.00557070584359079,0.000561839682553524,0.000114061922801479,0.000278229563504379,2.60100815403317e-05
"Obj 477",1.35209471474675e-05,0.00556955560084525,7.71255403359092e-06,5.07183987171841e-05,0.281615859304144,0.705545155370346,0.00084718770321628,0.00538643528464708,0.000548105536408153,0.000113225082669354,0.000276779546340473,2.57446714844916e-05
"Obj 478",1.42948552220261e-05,0.00600537570738925,8.14914606544102e-06,5.36883499838274e-05,0.308382770524822,0.678044330810752,0.000901731702020955,0.0055768865169823,0.000571679137241097,0.000119991265684018,0.000293863885893399,2.72380979438436e-05
"Obj 479",1.44086318968746e-05,0.0061232141971561,8.20991907052718e-06,5.4212654937838e-05,0.329041834885777,0.657327642682058,0.000916019696879409,0.0054999350922273,0.000568097772280002,0.000121337230599333,0.000297612989661482,2.74742474561305e-05
"Obj 480",1.47815675938297e-05,0.00636050444273856,8.41845765026398e-06,5.56954922148815e-05,0.349401985369731,0.636664206225347,0.000946651683366325,0.00551342409056001,0.000574532617199662,0.000124862914458051,0.000306732503861327,2.82046352785779e-05
"Obj 481",1.60401047693128e-05,0.00700373243607324,9.13036835745636e-06,6.05371096352508e-05,0.389842360066349,0.595067795721911,0.00103137755530049,0.00585494473264863,0.000614167449663879,0.000135648191880836,0.000333642686685396,3.06235767253524e-05
"Obj 482",1.57061255210868e-05,0.00696559022076345,8.93560006003586e-06,5.93800919291495e-05,0.409411195839656,0.575812624484478,0.00101908532237408,0.00562218330253135,0.000593490006196212,0.000133287794854213,0.000328510717068049,3.00104945680979e-05
"Obj 483",1.58359659056393e-05,0.00713226320407891,9.00421377292975e-06,5.99550271033101e-05,0.429260695107854,0.55585788671826,0.00103587283070388,0.00553988298379608,0.000590530616990262,0.000134811937202038,0.000332979444393462,3.02819499394453e-05
"Obj 484",1.62477157635399e-05,0.00743277120187341,9.2335776385054e-06,6.15926144427013e-05,0.456585209126806,0.528141836986344,0.00107064530958649,0.00557235753449432,0.000597115061249749,0.000138704167110474,0.00034319807554519,3.10886291461486e-05
"Obj 485",1.63707695562684e-05,0.00752264287254149,9.29910370245229e-06,6.21626336580352e-05,0.471547649741386,0.513167334593166,0.00108782958563811,0.00547494840786752,0.000592726454591016,0.000140190254608773,0.000347505344909071,3.13402383753029e-05
"Obj 486",1.67507308458148e-05,0.00785827632573837,9.51058254766226e-06,6.37135385117628e-05,0.512875304891565,0.471434690986437,0.00111823207141494,0.00549297800392809,0.000598072515933716,0.000143764389112967,0.000356610162572211,3.2095801392057e-05
"Obj 487",1.60303395962106e-05,0.00763423751234725,9.09511170674877e-06,6.10875934376834e-05,0.531152748965041,0.453811447143851,0.00108060251335987,0.005157152592338,0.000565396181507354,0.00013807089615066,0.000343393637239343,3.07375134248416e-05
"Obj 488",1.62535215004475e-05,0.00786521774182469,9.21719377759398e-06,6.20090026742215e-05,0.553051823880345,0.431693495986776,0.0011045494700816,0.0051107884474845,0.000565141474851071,0.000140436545057904,0.00034987808637323,3.1188649254133e-05
"Obj 489",1.60802966484979e-05,0.00790185779935974,9.11412288969213e-06,6.14563325985014e-05,0.583881297590136,0.400995595981607,0.00110035472640403,0.00496536851145369,0.000551136695512964,0.000139291203179033,0.000347572896599785,3.0873843610633e-05
"Obj 490",1.57832214571231e-05,0.00788579508946635,8.9401672616754e-06,6.04161062499385e-05,0.604666624536384,0.3804553306778,0.00108962153227204,0.00477285072464924,0.000534146465037909,0.000137104646479295,0.000343059249541308,3.03275834008746e-05
"Obj 491",1.5570209543352e-05,0.00788705784512502,8.8154421871274e-06,5.97045833471782e-05,0.633088062059585,0.352216513967301,0.00108290602960497,0.00461665708905361,0.000519278518733979,0.000135625489229498,0.000339870823504638,2.99379427847446e-05
"Obj 492",1.54487552201244e-05,0.00791872160862653,8.74213838303479e-06,5.9334941512799e-05,0.652853289187823,0.332581147216686,0.00108176784436463,0.00446967348388254,0.00050825582165228,0.000135059345900733,0.000338831979146003,2.97276768024784e-05
"Obj 493",1.47285364097831e-05,0.00781519367281771,8.32616563036611e-06,5.67600694897822e-05,0.706380867312412,0.279623583168397,0.00104674770265703,0.0040988945817828,0.00047134213109233,0.000129373440502802,0.000325799491300435,2.83837275072753e-05
"Obj 494",1.49591180939742e-05,0.00805472040602867,8.45178420866316e-06,5.77222569999004e-05,0.721823814980788,0.26394189240003,0.00106992094535578,0.0040633931440522,0.000472162360084181,0.000131788528760416,0.000332324025190743,2.88500504078379e-05
"Obj 495",1.40565453998104e-05,0.00769536118659559,7.93659480297982e-06,5.43458818224508e-05,0.74374700560415,0.242814601656609,0.00101450505333582,0.00374877588333921,0.000438055754865398,0.000124250981904455,0.000313975494354143,2.71293628207666e-05
"Obj 496",1.33176837441311e-05,0.00740143985016114,7.51556709324321e-06,5.15731771691722e-05,0.762291466032898,0.224928527431415,0.000970521133582779,0.00348308817312888,0.000409462573224633,0.000118121381776891,0.000299245202969971,2.57217928359842e-05
"Obj 497",1.3067814367238e-05,0.00736067753352718,7.37116776476058e-06,5.06827701797719e-05,0.77978589593001,0.207644820916659,0.000959128483614883,0.00334583472861989,0.000396023697216349,0.000116276160592419,0.000294963089486613,2.52577079619661e-05
"Obj 498",1.29311504662251e-05,0.00740323662191559,7.29021496044583e-06,5.02315961633771e-05,0.796592450436382,0.190921697194957,0.000955263416594095,0.00323702349409145,0.000386533411340421,0.000115357081090544,0.000292973487188671,2.50118948509549e-05
"Obj 499",1.26296714087316e-05,0.00735290876079212,7.11602923319644e-06,4.91356904937017e-05,0.812960740152023,0.174781019654688,0.000939091824239287,0.00310012057745212,0.000372392874864125,0.000112935759882297,0.000287462586857061,2.44464180662366e-05
"Obj 500",1.15929246394079e-05,0.00687714419499887,6.52804627819025e-06,4.51875083417542e-05,0.829341255680644,0.159323064100788,0.000871699708664028,0.00279400576119065,0.000337466081485725,0.0001040471191607,0.00026555210198253,2.24567718261782e-05
"Obj 501",1.14365532610615e-05,0.00682489985884711,6.43678620682657e-06,4.46494153278197e-05,0.8405327418943,0.148304480192159,0.000865492879211403,0.002693619016169,0.000328024019015746,0.000102973226333588,0.000263080265356909,2.21658938120025e-05
"Obj 502",1.02490886414066e-05,0.00627240865137896,5.76547321633018e-06,4.00887248382837e-05,0.862057509260762,0.127813348551115,0.000783338781439945,0.00237772565200253,0.0002902144363115,9.2506815734093e-05,0.000236963185797551,1.98813787624754e-05
"Obj 503",1.01784023080274e-05,0.00634643950705496,5.72176015285061e-06,3.9866453533389e-05,0.871291618032003,0.118579742799373,0.000782569076367138,0.00231129017851513,0.000284379507024436,9.21119496848131e-05,0.000236323702219287,1.97586317637216e-05
"Obj 504",1.0569708067125e-05,0.00665381379870243,5.93961081103386e-06,4.14590982291332e-05,0.877037431516417,0.112440729649349,0.00081652275877364,0.00234004899147083,0.000290921759744901,9.58768968607199e-05,0.000246153077024964,2.05331345490325e-05
"Obj 505",1.11277332607244e-05,0.00706436198127948,6.24963389537838e-06,4.37101925317789e-05,0.880828840555664,0.108095930685875,0.000862554085085063,0.00240281020287258,0.000301817953069287,0.000101098331149695,0.00025986868889993,2.16299564172556e-05
"Obj 506",8.46161960699371e-06,0.00553157198710231,4.74927429973301e-06,3.33145081851804e-05,0.904565097767911,0.0868606864214894,0.000666712112958806,0.00180913785140157,0.000227040477191209,7.73185540448937e-05,0.00019944581160901,1.64636141997578e-05
"Obj 507",8.90873988670592e-06,0.00585565502966987,4.99776929818479e-06,3.51167235842892e-05,0.90382716928745,0.0871552374697082,0.000708534805700663,0.0018586590708304,0.000235564149875192,8.16416228255932e-05,0.000211172610836148,1.73427203352814e-05
"Obj 508",8.00091299244726e-06,0.00537362556214158,4.4856399289327e-06,3.15989584834361e-05,0.916106728624516,0.0757053431484336,0.000641831651721175,0.00163967499087408,0.000208907074454834,7.35610857046775e-05,0.000190653412022688,1.55889387265013e-05
"Obj 509",6.91039147915485e-06,0.00473167920539639,3.8724386152149e-06,2.73512958567604e-05,0.929841560541952,0.0630164933637642,0.000559080449281705,0.00139235251844014,0.000178063181074547,6.37401290743905e-05,0.000165421247486898,1.34752375784629e-05
"Obj 510",6.57267149097132e-06,0.00458748186584475,3.68106668647893e-06,2.60559104978857e-05,0.936655415306657,0.0564861829296653,0.000536017879294873,0.00129988406064123,0.000167034664160703,6.07743588103732e-05,0.000158073027439766,1.28262588109694e-05
"Obj 511",6.91265901251073e-06,0.00488860637891177,3.86916619266203e-06,2.74288806487328e-05,0.936357060119341,0.0563941586976178,0.000568176182525877,0.00133576551974475,0.000173249292955287,6.41320111627472e-05,0.000167144074566014,1.34970173213206e-05
"Obj 512",5.96000107533593e-06,0.00430205584480039,3.33408559972093e-06,2.3702738511412e-05,0.946528411061699,0.047152941309285,0.00049400927219647,0.00113007260053168,0.000147538125916293,5.54862224820797e-05,0.000144839961558938,1.16487763433791e-05
"Obj 513",5.52403055538288e-06,0.00407399071048886,3.08815773331568e-06,2.20007624742323e-05,0.952413813716037,0.0416579334377829,0.000461739637097956,0.00102967711835374,0.000134917206222189,5.15693864434113e-05,0.000134942372202949,1.08034646078434e-05
"Obj 514",5.16025352370422e-06,0.00386242248559124,2.88336939921809e-06,2.0588870873238e-05,0.956835603200329,0.0375851396790671,0.000435651530363301,0.000943030342546637,0.000124356099258378,4.83213331687564e-05,0.000126743133825427,1.00997020542021e-05
"Obj 515",4.26887094982553e-06,0.0033095241507468,2.38272726674881e-06,1.70953180997057e-05,0.966572768425142,0.0287219933237525,0.000366514399258069,0.000750759605826549,0.00010019003672583,4.02324754358664e-05,0.000105902260845954,8.36840595044608e-06
"Obj 516",3.8191438370589e-06,0.00300627108681334,2.13043795653999e-06,1.53228548317952e-05,0.971116612403121,0.0246392048374635,0.000330367798192198,0.000659041143254502,8.84211045151372e-05,3.61007719623064e-05,9.5216735691639e-05,7.4916823613168e-06
"Obj 517",3.58853915393473e-06,0.00287909940567527,2.0008104307064e-06,1.44206419083609e-05,0.973771728619828,0.0221950416134773,0.00031340081843208,0.000607726181171604,8.19818942193739e-05,3.40287141519307e-05,8.99374864311586e-05,7.04527511989956e-06
"Obj 518",3.32236929996674e-06,0.00271314453612108,1.85136057457893e-06,1.33731771733458e-05,0.976568269108758,0.0196587047189806,0.00029264305250825,0.000552005828038888,7.48865599910012e-05,3.15989436576729e-05,8.36729692385943e-05,6.5273756577374e-06
"Obj 519",2.90785507252185e-06,0.00243011063730961,1.61936719858096e-06,1.17255042584175e-05,0.98010596229336,0.01654330707982,0.000258233738183895,0.000474339556556815,6.47118617662661e-05,2.7740553076239e-05,7.36237911880045e-05,5.71776220933125e-06
"Obj 520",2.81259880949774e-06,0.00238685205801074,1.56539305712924e-06,1.13632376563657e-05,0.981528930938163,0.0152028478219199,0.000251118354931396,0.000448777265922094,6.17774295267001e-05,2.69180768579144e-05,7.15015301503313e-05,5.53529499467574e-06
"Obj 521",2.96796885769401e-06,0.00255181660016752,1.65101205742372e-06,1.20041747254385e-05,0.981084122737835,0.0154402724609693,0.000268118437238404,0.00046447739672086,6.4280082450378e-05,2.8491930464352e-05,7.59530181870102e-05,5.84418032704319e-06
"Obj 522",2.58784695582928e-06,0.00227252667170999,1.43877757018658e-06,1.04851641572251e-05,0.983965641844666,0.0129620235946806,0.000235813970489965,0.000397574505427877,5.53093573095333e-05,2.49337157746868e-05,6.65647627395041e-05,5.09978851905707e-06
"Obj 523",1.95261255542349e-06,0.00175047443789336,1.08491731437257e-06,7.93061897788537e-06,0.988121857597734,0.00952774056984758,0.000179493155476854,0.00029504033193347,4.12153475442094e-05,1.88732418386675e-05,5.04859435221066e-05,3.85122536242643e-06
"Obj 524",1.88193340379809e-06,0.00172328875859613,1.0449111077278e-06,7.65458329505458e-06,0.98890137105214,0.00880130513369253,0.000174508305522701,0.000278841793996893,3.92151903138265e-05,1.82485497337562e-05,4.89250833746311e-05,3.71470482307401e-06
"Obj 525",1.55713752844993e-06,0.00145219934531623,8.64168146350336e-07,6.34708123070079e-06,0.991066545020019,0.00700928405542238,0.000145636085786944,0.000226653999765339,3.20174582275274e-05,1.51442801290541e-05,4.06752634613257e-05,3.07610496688118e-06
"Obj 526",1.65711098810444e-06,0.00156912502008438,9.19226431188538e-07,6.76442557376379e-06,0.990930881384503,0.0070022632491499,0.000155850489895282,0.000236063631447829,3.35952360281088e-05,1.61614612806088e-05,4.34427547512297e-05,3.27600986620521e-06
"Obj 527",1.26444552365343e-06,0.00122734843355897,7.00878880120104e-07,5.17122720715649e-06,0.993130079484028,0.00526409856837724,0.000120433369739093,0.000177299002878309,2.53252395214423e-05,1.23757353728988e-05,3.34020756239187e-05,2.50153928938313e-06
"Obj 528",1.31691413112451e-06,0.00129757307620787,7.29611473160879e-07,5.39320125079327e-06,0.993041985775839,0.00526883924979864,0.000126645246994192,0.000180978261873765,2.60227862570224e-05,1.29309207375255e-05,3.49775918481092e-05,2.60736358881631e-06
